id,category,paths,weeks,question_variants,answer,escalation_trigger,escalation_text,sources,advisor_reviewed,review_due,confidence_tier,notes
ACC-001,Nursing Accessories & Aids,A|C,1-2,What is a Haakaa and how do I use it?|haakaa how does it work|how to use a haakaa pump|haakaa silicone pump tutorial|is a haakaa worth it|haakaa catch letdown milk,"A Haakaa is a silicone suction cup that attaches to the breast not being actively nursed, collecting milk that lets down on that side passively — no pumping required. Squeeze the body, place it against your breast, and release to create suction. It collects letdown, not a fully expressed feed, so it's not a pump replacement, but it's an easy way to build a slow freezer stash with minimal effort. Filled with warm water and Epsom salt, it can also help draw out a plugged duct. Wash after every use.",no,,LLLI; practical lactation guidance,,,,
ACC-002,Nursing Accessories & Aids,A|C,1-2,How do nipple shields work and when are they used?|nipple shield how to use|what is a nipple shield for|when should I use a nipple shield|do nipple shields help with latch|nipple shield for flat nipples,"A nipple shield is a thin flexible silicone cover worn over the nipple and areola during nursing, creating a longer firmer teat that some babies find easier to latch onto. Common reasons for use: latch difficulties with flat or inverted nipples, significant nipple pain while latch issues are being corrected, premature infants learning to nurse, or after a tongue tie release while latch is being re-patterned. Shields work best as a short-term bridge — used long-term without monitoring, they can reduce milk transfer and stimulation. They're ideally used with IBCLC guidance so supply and transfer can be monitored and you can be supported in transitioning off.",no,,ABM Protocol #11; LLLI,,,,
ACC-003,Nursing Accessories & Aids,A|C,all,Can using a nipple shield affect my milk supply?|nipple shield reducing supply|does nipple shield decrease milk|nipple shield impact on milk production|supply concerns with nipple shield use|nipple shield supply risk,"A nipple shield creates a barrier between baby's mouth and your nipple, which can reduce suction stimulation on the breast over time — signaling lower demand for some moms. Short-term use as a bridge typically has minimal impact. With longer use, it's worth tracking supply and verifying milk transfer; a weighted feed before and after nursing can check transfer. The goal is to transition off as soon as the underlying latch issue is resolved. Regular IBCLC check-ins are a good idea when using a shield beyond a few weeks.",no,,ABM Protocol #11,,,,
ACC-004,Nursing Accessories & Aids,A|C,all,How do I wean my baby off a nipple shield?|stop using nipple shield how to|transition off nipple shield|baby dependent on nipple shield|get baby to nurse without nipple shield|weaning off nipple shield tips,"Weaning off a shield is usually gradual. Start a feed with the shield until letdown occurs, then unlatch, remove it, and re-latch directly. Many babies accept the bare breast after letdown because milk is already flowing. Skin-to-skin before feeds encourages rooting and acceptance of the bare nipple. Try this in relaxed, quiet settings rather than when baby is very hungry or tired. Some babies transition in days; others take a couple of weeks. Don't force it — if baby is thriving on the shield, using it longer is fine. An IBCLC observation is most useful for guiding the process.",no,,LLLI; ABM Protocol #11,,,,
ACC-005,Nursing Accessories & Aids,A|C,all,What is a milk collection cup and when would I use one instead of pumping?|milk collection cups how they work|elvie catch milk catcher|milkies milk saver how to use|passive milk collection device|catch letdown milk without pumping,"Milk collection cups (like Elvie Catch or Milkies) are worn inside the bra to passively collect milk that leaks from the non-nursing breast during a feed. Unlike a Haakaa, they create no suction — they simply catch what would otherwise soak a breast pad. If you leak significantly on the other side during nursing, that milk adds up and can contribute to a freezer stash with no extra effort. They're not a substitute for pumping since they only capture leakage, not a full expressed feed. They're also practical for moms who leak between sessions.",no,,Practical lactation guidance,,,,
ACC-006,Nursing Accessories & Aids,A|C,1-2,Is nipple cream or lanolin safe for my baby to ingest?|lanolin safe for baby to swallow|do I need to wipe off nipple cream before nursing|nipple cream safe while breastfeeding|lansinoh lanolin baby safe|coconut oil on nipples safe for baby,"Medical-grade purified lanolin (Lansinoh, Medela Purelan) is considered safe for babies and doesn't need to be wiped off before nursing. Apply a thin layer after each feed to help nipples heal and stay moisturized. A note: lanolin can cause a reaction in individuals with a wool allergy — worth checking if there's a known sensitivity. Food-grade coconut oil is another safe option. Nipple creams containing antibiotics or antifungals should only be used on provider recommendation; some may need to be wiped off before nursing, so follow specific product guidance.",no,,ABM Protocol #29; LLLI,,,,
EMO-001,Emotional Wellness,A|B|C,1-2,Breastfeeding is so much harder than I expected — is that normal?|breastfeeding is so hard is this normal|why is breastfeeding so difficult|struggling with breastfeeding this is too hard|breastfeeding harder than expected|no one told me nursing would be this hard,"This is a learned skill, for both you and your baby, and it rarely comes as easily as the idealized version suggests. Weeks 1-4 are often the hardest. By weeks 6-8, most moms with support find things get significantly easier. The factors that make early breastfeeding hard are real — healing postpartum while sleep-deprived, working through latch challenges, managing supply uncertainty, and the sheer intensity of newborn feeding frequency. Getting IBCLC support earlier rather than later makes a genuine difference in most situations.",no,,ABM Protocol #2; LLLI,,,,
EMO-002,Emotional Wellness,A|B|C,all,I feel like a failure because breastfeeding isn't going the way I planned — what do I do?|feeling like a bad mom because breastfeeding isn't working|breastfeeding failure feelings|feel terrible that breastfeeding isn't working|breastfeeding not going as planned guilt|I'm not good enough at breastfeeding,"This feeling is incredibly common and it's not an accurate reflection of your efforts or your worth as a parent. Breastfeeding challenges are rarely the result of personal failure — they're more often the result of gaps in support, untreated latch issues, supply challenges with biological origins, or circumstances outside your control. Your value as a parent isn't measured in ounces. Whatever feeding method keeps you and your baby nourished and connected is the right one. If you want to keep going, specific professional support from an IBCLC often shifts outcomes. If you're considering a different path, that's a valid choice too.",yes,"If feelings of failure, guilt, or hopelessness are intense, persistent, or accompanied by difficulty functioning — these can be signs of postpartum depression or anxiety, which are very common and very treatable. Please talk to your healthcare provider.",LLLI; postpartum mental health resources,,,,
EMO-003,Emotional Wellness,A|B|C,all,I dread nursing or pumping sessions — what could be causing this?|I hate breastfeeding is that normal|dreading nursing sessions|pumping feels like a chore I dread it|why do I dread feeding my baby|nursing anxiety and dread,"Dreading feeds is worth paying attention to. Possible causes: significant physical pain from latch issues or a breast infection (if feeds hurt, dread is a rational response, and that pain needs treatment). D-MER (Dysphoric Milk Ejection Reflex) causes a brief wave of dysphoria at letdown from a dopamine drop. Postpartum anxiety or depression can also show up as dread or aversion toward infant care. Burnout from the relentlessness of early parenthood is real too. If dread is significant and persistent, talking to your provider about the underlying cause, whether physical or emotional — is an important step.",yes,"If feelings of dread, anxiety, or aversion toward infant care are persistent or overwhelming, please talk to your healthcare provider. Postpartum anxiety and depression are very common and very treatable.",LLLI; D-MER.org; postpartum mental health guidance,,,,
EMO-004,Emotional Wellness,A|B|C,all,What is D-MER and how do I know if I have it?|D-MER what is it|sad feeling right at letdown|sudden sadness when milk lets down|negative emotions during breastfeeding letdown|why do I feel sad when milk comes in,"D-MER (Dysphoric Milk Ejection Reflex) is a brief wave of sudden intense negative emotion (hollow, anxious, or despairing) that occurs at letdown and typically resolves within 30-90 seconds once milk is flowing. It's not a mood disorder. It's believed to be caused by an abnormal dopamine drop tied to letdown in some moms, making it physical in origin. Signs you may have it: feeling fine between feeds, but within seconds of letdown you feel inexplicably sad, anxious, or empty — and it passes quickly. D-MER ranges from mild to severe. Knowing it has a name and a physical cause is often helpful for mild cases. For severe cases, treatment options exist; talk to your provider.",no,,D-MER.org; Alia Macrina Heise (primary D-MER researcher),,,,
EMO-005,Emotional Wellness,A|B|C,all,I feel sad or anxious right after my letdown — is that normal?|feeling anxious at letdown|sudden anxiety when breastfeeding|why do I feel awful when milk lets down|negative feeling during letdown|dread or sadness at letdown breastfeeding,"What you're describing sounds like D-MER (Dysphoric Milk Ejection Reflex), a condition where a brief wave of sadness, anxiety, or emptiness occurs at letdown, caused by a transient dopamine drop associated with the oxytocin release. It typically lasts 30-90 seconds and then passes completely. D-MER is a physical, hormonally-driven response — not a sign of postpartum depression, though the two can coexist. If the feeling lasts longer than the letdown window or is present throughout feeds or between them, postpartum anxiety or depression may be worth exploring with your provider.",yes,"If sadness or anxiety is present between feeds, throughout feeds, or beyond the 30-90 second letdown window, or if it's accompanied by difficulty functioning, please talk to your healthcare provider about postpartum mood support.",D-MER.org,,,,
EMO-006,Emotional Wellness,A|B|C,all,I'm exhausted and thinking about stopping breastfeeding — how do I make this decision?|too tired to breastfeed should I stop|exhausted from nursing thinking of quitting|is it ok to stop breastfeeding when exhausted|should I quit breastfeeding I'm so tired|breastfeeding exhaustion when to stop,"This is your decision to consider, and it's a valid one. A useful question: is the exhaustion coming from a fixable breastfeeding problem — pain, supply challenges, the burden of pumping? If so, targeted IBCLC support might genuinely change things. Or is it the relentlessness of early parenthood in general? Stopping breastfeeding may or may not help as much as you hope if the exhaustion is broader than feeding. If the underlying problems were resolved, would you want to continue? If the honest answer is no, that's useful information too. Any amount of breastfeeding has value. So does a rested, supported parent.",no,,LLLI; ABM,,,,
EMO-007,Emotional Wellness,A|B|C,all,How do I cope with grief or guilt if I have to stop breastfeeding earlier than I planned?|sad about stopping breastfeeding early|grief over weaning sooner than planned|feeling guilty about stopping breastfeeding|mourning the end of breastfeeding|breastfeeding guilt about stopping early,"Grief around stopping breastfeeding (whether from supply challenges, pain, health circumstances, or simply reaching your limit) is real and common, and doesn't get talked about enough. Give yourself permission to feel it. Things that can help: acknowledge the effort you put in regardless of duration, find community with others who've had similar experiences, and give yourself time before evaluating or second-guessing. If grief or guilt feels overwhelming, persistent, or is interfering with daily functioning — a postpartum counselor can help. You don't have to carry this alone.",yes,"If guilt or grief feels overwhelming, persistent, or is interfering with daily functioning, please talk to your healthcare provider or a postpartum counselor. You don't have to navigate this alone.",LLLI; postpartum mental health resources,,,,
EMO-008,Emotional Wellness,A|B|C,all,My partner doesn't understand how hard breastfeeding is — how do I explain what I'm going through?|husband doesn't get how hard breastfeeding is|partner not supportive of breastfeeding|how to explain breastfeeding difficulty to partner|getting partner to understand nursing struggles|partner unhelpful about breastfeeding support,"Partners often underestimate the toll of breastfeeding because it's invisible to them — they see a mom and baby, not the physical demands, sleep deprivation, supply anxiety, and the constant call on your body. Some approaches that help: share specific, concrete facts (feeding every 1-2 hours around the clock; each feed can take 30-45 minutes; your body is producing milk as a significant metabolic demand on top of postpartum recovery). Be specific about what support you actually need. Sharing a Global Health Media video or plain-language LLLI resource together can also shift understanding in ways that conversation alone sometimes doesn't.",no,,LLLI; Global Health Media,,,,
ANT-001,Breast Anatomy & Special Circumstances,A|B|C,1-2,How do I latch my baby with flat nipples?|flat nipple latching help|baby can't latch because of flat nipples|breastfeeding with flat nipples tips|flat nipples won't come out for baby to latch|how to breastfeed with flat nipples,"Flat nipples can make the initial latch harder because baby needs a defined target to draw into the mouth. Strategies that help: use a pump or manual expression for 1-2 minutes before each feed to temporarily draw the nipple out — this elongation gives baby something to latch onto. The breast sandwich technique (compressing breast tissue to form a wider target) helps baby open wide and get a deeper latch. The football hold gives you more control of baby's head and the approach angle. A nipple shield is a practical bridge when the nipple won't draw out adequately — use it with IBCLC guidance so the right size is confirmed and milk transfer is monitored. Many moms with flat nipples breastfeed successfully with early support.",no,,ABM Protocol #2; LLLI latch guidance; ABM Protocol #11,,,,
ANT-002,Breast Anatomy & Special Circumstances,A|B|C,1-2,Can I breastfeed with inverted nipples?|inverted nipple breastfeeding help|how to nurse with inverted nipples|inverted nipple grade 3 can I breastfeed|latching with inverted nipples|breastfeeding with deeply inverted nipples,"Many moms with inverted nipples breastfeed successfully — the degree of inversion matters. Grade 1 (nipple inverts but can be pulled out and stays out) typically responds well to drawing-out techniques. Grade 2 (inverts and partially retracts) usually benefits from pumping 1-2 minutes before latching and consistent nipple shield use as a bridge. Grade 3 (deeply inverted and does not evert) is more challenging and nearly always benefits from IBCLC involvement from the first day — ideally before birth if possible. For all grades: a pump before the feed to draw the nipple out, the breast sandwich technique, and a properly fitted nipple shield are the main tools. Supply monitoring is important because transfer can be harder to assess visually.",yes,"Deeply inverted nipples (grade 3) warrant IBCLC involvement as early as possible — ideally a prenatal consult. Early support substantially improves outcomes for both latch and supply.",ABM Protocol #2; ABM Protocol #11; LLLI,,,,
ANT-003,Breast Anatomy & Special Circumstances,A|B|C,all,Will my breast implants affect my milk supply?|can I breastfeed with implants|breast augmentation and breastfeeding|implants affecting milk production|breastfeeding with breast implants|do implants reduce milk supply,"Most moms with breast implants are able to breastfeed. Whether implants affect supply depends on the surgical approach more than the implants themselves. The key factors: whether milk ducts and nerves were disrupted during surgery, where the incision was made, and implant placement. Periareolar incisions (around the areola) carry the highest risk of duct and nerve disruption. Incisions in the breast fold or armpit carry lower risk. Many moms with implants achieve full supply — but it is worth planning ahead rather than waiting to see what happens. Tell your IBCLC and pediatrician about your implant history before birth so they can monitor supply and milk transfer closely in the first week.",no,,ABM Protocol #2; LLLI; published literature on implants and lactation,,,,
ANT-004,Breast Anatomy & Special Circumstances,A|B|C,all,Does it matter if my implants are under or over the muscle for breastfeeding?|subglandular vs submuscular implants breastfeeding|implant placement and milk supply|under the muscle implants and breastfeeding|over the muscle breast implants supply impact|implant placement type and nursing,"Implant placement does affect breastfeeding risk. Subglandular implants (over the chest muscle, directly under the breast tissue) sit closest to milk-making glandular tissue and can compress it — potentially reducing the amount of functioning tissue. Submuscular implants (under the pectoralis muscle) are further from the glandular tissue and generally carry lower breastfeeding impact; this is also the more common placement today. Neither guarantees full supply or no supply impact. If you are unsure of your placement type, your plastic surgeon's records can tell you. The most useful step in either case: disclose your implant history to your IBCLC and pediatrician before birth so supply and milk transfer are monitored closely in the first weeks.",no,,ABM Protocol #2; LLLI; published literature on implants and lactation,,,,
ANT-005,Breast Anatomy & Special Circumstances,A|B|C,all,How does breast reduction surgery affect milk supply?|can I breastfeed after breast reduction?|breast reduction and breastfeeding supply|will I make enough milk after breast reduction surgery?|reduction surgery and breastfeeding outcomes|breast reduction supply risk,"Breast reduction carries the highest supply risk of any breast surgery. The procedure typically involves repositioning the nipple-areola complex, which can sever milk ducts and nerve pathways — both essential for milk production and the letdown reflex. Outcomes vary significantly based on technique: pedicle-based procedures that preserve the nipple attachment have better outcomes than free nipple grafting, which nearly always results in significant supply impact. Some moms after reduction achieve full supply; many produce partial supply and successfully combo feed; a smaller number produce very little. The most important steps: set realistic expectations before birth, see an IBCLC in the first week rather than waiting for a problem to appear, monitor supply and weight gain closely, and have a combo feeding plan ready as a real and valid option — not a failure scenario.",yes,"Breast reduction significantly raises the risk of supply challenges. See an IBCLC in the first week postpartum — early monitoring protects both your goals and your baby's intake. Don't wait for weight gain concerns before getting support.",ABM Protocol #2; LLLI; published literature on breast surgery and lactation,,,,
ANT-006,Breast Anatomy & Special Circumstances,A|B|C,all,What are hypoplastic or tubular breasts and how do they affect breastfeeding?|insufficient glandular tissue breastfeeding|IGT and milk supply|tubular breast shape and supply|hypoplastic breasts can I make enough milk|do I have IGT why can't I make enough milk|what is insufficient glandular tissue,"Hypoplastic breasts — also called tubular breasts or Insufficient Glandular Tissue (IGT) — have less milk-making tissue than typical, and are one of the most commonly missed causes of primary low supply: supply that does not respond to increased feeding or pumping because the tissue to make more milk simply is not there. Signs that may suggest IGT: widely spaced breasts with more than 1.5 inches between them, disproportionately large or puffy areolas, a narrow or tubular breast shape, minimal breast growth during pregnancy, and supply that does not respond to standard interventions. IGT is not about breast size alone — small breasts can have full glandular tissue, and some larger breasts have IGT. If you suspect IGT, an IBCLC experienced with it can assess the situation. Combination feeding — nursing whatever volume you produce and supplementing with formula — is a highly valid and sustainable outcome. Many moms with IGT nurse and supplement successfully for a year or more.",yes,"If supply is not responding to increased feeding frequency or pumping sessions, and you have features that suggest IGT, see an IBCLC experienced with insufficient glandular tissue. Early identification protects you from weeks of effort that cannot achieve a goal your anatomy makes impossible, and opens the door to a sustainable feeding plan.",ABM Protocol #2; LLLI; Marasco & West Making More Milk; published literature on IGT,,,,
ANT-007,Breast Anatomy & Special Circumstances,A|B|C,all,Can I breastfeed after a mastectomy?|nursing after breast cancer surgery|one-sided breastfeeding after mastectomy|breastfeeding after partial mastectomy|can I make milk after mastectomy|breastfeeding after breast cancer treatment,"Whether and how you can breastfeed after mastectomy depends on whether surgery was on one side or both, and whether the remaining breast has intact glandular tissue, ducts, and nerves. After a unilateral mastectomy, many moms nurse successfully from the remaining breast alone. One breast is physiologically capable of producing a full supply — your body adjusts production to meet demand from a single side. After bilateral mastectomy, traditional breastfeeding is not possible, though options like induced lactation from any remaining tissue or alternative feeding approaches can sometimes be explored with specialist support. Anyone planning to breastfeed after mastectomy or breast cancer treatment should connect with an IBCLC experienced in oncology and lactation before birth — your specific surgical and treatment history matters enormously to what is realistic.",yes,"Anyone who has had mastectomy or breast cancer treatment and wants to breastfeed should work with an IBCLC who specializes in oncology and lactation, ideally before birth. Your surgical and treatment history is essential context that a general IBCLC may not be equipped to assess.",ABM Protocol #2; LLLI; published literature on lactation after breast cancer treatment,,,,
ANT-008,Breast Anatomy & Special Circumstances,A|B|C,all,Do nipple piercings affect breastfeeding?|breastfeeding with nipple piercings|healed nipple piercing and nursing|pierced nipples and milk supply|did my nipple piercing damage my ducts|nipple ring and breastfeeding,"For most moms, healed nipple piercings do not significantly affect breastfeeding. Piercings that healed cleanly typically leave minimal scar tissue and little functional impact. Things to watch for: milk may spray from more openings than the usual few ducts per nipple, which is harmless but can surprise you. Scar tissue from a piercing can occasionally partially block a nearby duct in the same area, contributing to plugged ducts. Remove jewelry before nursing or pumping for safety — a piece of jewelry in a baby's mouth is a choking hazard. If you had a piercing infection that did not heal completely, more scar tissue may be present; mention this to your IBCLC. In general, healed nipple piercings are among the lower-risk anatomy variations for breastfeeding outcomes.",no,,LLLI; IBCLC clinical consensus; published literature on nipple piercings and lactation,,,,
PMP-009,Pump Troubleshooting,A|B|C,all,My Spectra S1 or S2 suction feels weak or I'm getting less milk than before|Spectra S1 low output|Spectra S2 suction not strong|Spectra pump output dropped|my Spectra stopped working well|getting less milk from Spectra|Spectra suction weak,"The Spectra S1 and S2 are hospital-strength double electrics, so weak suction usually has an identifiable cause. Start with the duckbill valves — these white silicone flaps are the most commonly worn part and need replacing every 4-8 weeks with daily use. A tiny tear or lack of snap-back means they're no longer sealing. Next, check the backflow protector (the small silicone membrane inside each motor-side connector): it should be seated flat and completely dry. Moisture in the tubing means the barrier has been breached and the protector needs replacing. For settings: use the let-down button (the lightning bolt icon) for the first 2 minutes to trigger letdown in faster cycle mode, then switch to expression. Suction level should be at your highest comfortable setting — not maxed out, which causes pain without adding output. If you hear a faint hissing during cycling, trace the air leak through each connection point. Parts replaced and still weak? The motor may be at end of life — most Spectra motors last 2-3 years of heavy daily use.",no,,Spectra manufacturer guidance; IBCLC clinical guidance,,,,
PMP-010,Pump Troubleshooting,A|B|C,all,What flange size should I use with my Spectra S1 or S2?|Spectra flange sizing guide|what size flange for Spectra pump|Spectra S2 flange size how to choose|Spectra flange too big or too small|right flange size for Spectra,"Spectra flanges are available in 17mm, 20mm, 24mm (included in box), 28mm, and 32mm. The included 24mm is the most common starting point but is too large for many women. Measure your nipple diameter with a ruler before pumping — the tunnel should be approximately 3-4mm wider than your nipple at rest, allowing free movement without rubbing. Third-party flanges from Maymom and Pumpin' Pal are designed to fit Spectra's backflow protector port and offer additional sizing options including sizes below 17mm via silicone reducers. A well-fitting Spectra flange: nipple centered and moving freely with no sidewall friction, 1-4mm of areola pulling in with each cycle, no red marks on the areola edge after the session. Re-measure around weeks 6-8 as engorgement resolves and breast tissue settles — size commonly shifts in the first two months.",no,,Spectra sizing guide; IBCLC clinical consensus,,,,
PMP-011,Pump Troubleshooting,A|B|C,all,My Medela Pump In Style suction feels weak or output has dropped|Medela PIS low output|Medela pump not working as well|Medela Pump In Style suction dropped|getting less from my Medela|Medela pump stopped working right,"The Medela Pump In Style is an open-system pump — the motor air path and milk path are not separated by a closed barrier — which makes regular valve and membrane replacement especially important. Start there: white membranes should be pliable with no tears or holes; yellow valve connectors should seal flush and snap back with each cycle. Replace both every 4-8 weeks. With the open-system design, any residue or moisture in the tubing can indicate airflow compromise — inspect tubing carefully. The newer Pump In Style Advanced (2020+) uses PersonalFit Flex connectors and flanges, which are not backward-compatible with older Medela parts, so confirm you're using matched components for your model generation. Session settings: use 2-phase mode (auto-cycles through let-down and expression phases) unless you're manually in the stimulation phase waiting for letdown, then switch to expression. Suction at your comfortable maximum, not the top of the dial.",no,,Medela manufacturer guidance; IBCLC clinical guidance,,,,
PMP-012,Pump Troubleshooting,A|B|C,all,What flange size do I need for my Medela Pump In Style?|Medela flange sizing guide|what size flange for Medela pump|Medela PersonalFit flange size|Medela flange too big or small|right flange for Medela pump,"Medela flanges are available in 21mm (small), 24mm (standard, included), 27mm, and 30mm in the PersonalFit and PersonalFit Flex lines. A very common fit error: defaulting to the included 24mm when a 21mm or smaller would be more accurate. Many women have nipple diameters of 18-22mm and are pumping in an oversized flange that pulls in too much areola. Measure nipple diameter with a ruler before pumping; add 3-4mm to get your target tunnel width. The newer PersonalFit Flex flanges (2021+ models) are only interchangeable within the Flex system — confirm compatibility before ordering parts. If even the 21mm Medela is too large, Pumpin' Pal and Maymom offer silicone inserts and smaller flanges compatible with Medela connectors.",no,,Medela sizing guide; IBCLC clinical consensus,,,,
PMP-013,Pump Troubleshooting,A|B|C,all,My Elvie Stride or Elvie Double isn't getting much milk or suction feels weak|Elvie low output|Elvie pump weak suction|Elvie not emptying breast|Elvie wearable pump not working well|Elvie Stride not pumping much,"Elvie wearable pumps have lower maximum suction than traditional double electrics — Elvie Stride typically reaches around 300mmHg versus 350+ for Spectra at max settings — so output expectations differ from a desktop pump. That said, if output has noticeably dropped: check silicone valves and membranes first — these wear faster in wearable pumps than hard-plastic parts and should be replaced every 4-6 weeks with daily use. Battery level is a significant factor: a partially charged hub delivers noticeably weaker suction than a fully charged one. Charge fully before each session. In the Elvie app, confirm you are in expression mode after letdown — many moms stay in stimulation mode too long and miss the expression phase. Breast massage and manual compressions during the session improve output with wearable pumps more than with a desktop pump. If you are relying on Elvie as your sole pump during the first 6-8 weeks when supply is being established, consider adding sessions with a stronger pump to protect supply.",no,,Elvie manufacturer guidance; IBCLC clinical consensus,,,,
PMP-014,Pump Troubleshooting,A|B|C,all,What flange size should I use with my Elvie pump?|Elvie flange sizing|Elvie pump flange size guide|what size for Elvie Stride flange|Elvie cup size how to choose|Elvie flange fitting guide,"Elvie sizing uses a different scale than traditional pumps because the flange is integrated into the wearable cup assembly. Elvie Stride offers 21mm, 24mm, 27mm, and 28mm; the Elvie Double uses 20.5mm, 23.5mm, 26.5mm, and 30.5mm — these nominal sizes run slightly smaller than equivalently labeled Medela or Spectra flanges due to different measurement conventions. When fitting: your nipple should move freely in the tunnel without touching the walls, and no more than a few millimeters of areola should be drawn in with each cycle. If you are between sizes, many Elvie users find sizing down works better than sizing up — a loose-fitting wearable cup allows more areola to be drawn in, which reduces suction efficiency and output more noticeably than in a traditional pump. After pumping, check for red rings or nipple rubbing at the tunnel edge as a fit indicator.",no,,Elvie manufacturer guidance; IBCLC practical guidance,,,,
PMP-015,Pump Troubleshooting,A|B|C,all,My Willow Go or Willow 3.0 isn't getting much milk or output seems low|Willow pump low output|Willow Go not pumping enough|Willow 3.0 weak suction|Willow wearable pump not working|getting less milk from Willow,"The most common cause of reduced Willow output is an imperfect seal between the container and hub — milk cannot collect if the spill-proof mechanism isn't fully engaged. Remove the container, clean the rim and hub contact surface, and reattach until you hear or feel it click into place. Replace silicone valves every 3-4 weeks with daily use; they wear faster than hard-plastic parts. Check that no milk residue is breaking the O-ring seal on the container rim. Willow's max suction is lower than traditional double electrics, which is expected — it is optimized for hands-free convenience, not maximum output. In the Willow app, increase suction incrementally in the expression phase to your highest comfortable setting, and confirm you have transitioned out of stimulation mode after letdown occurs. During the supply-establishment phase (first 6-8 weeks), many moms add sessions with a stronger pump and use Willow for on-the-go or maintenance sessions.",no,,Willow manufacturer guidance; IBCLC clinical consensus,,,,
PMP-016,Pump Troubleshooting,A|B|C,all,What flange size should I use with my Willow Go or Willow 3.0?|Willow pump flange sizing|Willow Go flange size guide|what size container for Willow|Willow flange fitting|Willow 3.0 flange how to choose size,"Willow flanges are integrated into the wearable cup and come in 15mm, 17mm, 19mm, 21mm, and 24mm — a smaller range than traditional pumps because the mechanics of a spill-proof wearable function differently. Willow's sizing guide recommends measuring nipple diameter and selecting the tunnel size that provides approximately 4mm of clearance. Do not apply traditional pump sizing directly to Willow — a 24mm from another brand does not correspond to the same fit as a 24mm Willow flange. The Willow 3.0 also offers a FlexFit silicone flange option, which many users find more comfortable than the firm flange, particularly in the first weeks. If output seems lower than expected, re-measure after the first few weeks once engorgement resolves and nipple diameter settles.",no,,Willow manufacturer guidance; IBCLC practical guidance,,,,
PMP-017,Pump Troubleshooting,A|B|C,all,My Motif Luna suction feels weak or I'm getting less milk|Motif Luna low output|Motif Luna suction dropped|Motif pump not working well|getting less milk from Motif Luna|Motif Luna pump problems,"The Motif Luna is a closed-system double electric with hospital-grade-level suction. If output or suction strength has dropped: start with the yellow duckbill valves — they're the most frequently worn part and need replacement every 4-8 weeks. Also inspect the backflow protector (the silicone-covered membrane inside the connector) for moisture or distortion. Motif's settings offer 9 suction levels and 10 cycle settings. Begin each session in stimulation mode (high cycle speed, lower suction) to trigger letdown, then switch to expression mode (lower cycle speed, higher suction) once milk begins flowing. If output remains low after parts replacement: check the O-ring seals on the collection kit — a compressed or missing O-ring causes an air leak that reduces suction across all settings. If the pump still underperforms after all of this, Motif's customer service offers troubleshooting and has a replacement warranty.",no,,Motif manufacturer guidance; IBCLC clinical guidance,,,,
PMP-018,Pump Troubleshooting,A|B|C,all,What flange size should I use with my Motif Luna?|Motif Luna flange sizing|Motif pump flange size guide|right flange for Motif Luna|Motif Luna flange too big or small|Motif flange fitting,"Motif Luna flanges come in 21mm, 24mm (included in box), 28mm, and 32mm, and use a Medela-compatible connector — Medela-compatible third-party flanges and Pumpin' Pal silicone inserts work with the Luna. Measure nipple diameter with a ruler before pumping; the tunnel should be 3-4mm wider than the nipple at rest to allow free movement. A common fit mistake is defaulting to the included 24mm when a 21mm (or smaller via a silicone insert) would fit more accurately. Because the Motif Luna uses a closed-system design, even minor flange fit inefficiencies affect suction performance more noticeably than in some open-system pumps. If you are between standard sizes, a Pumpin' Pal insert or Maymom insert compatible with Medela-style connectors can step down the size without purchasing new flanges.",no,,Motif manufacturer guidance; IBCLC clinical consensus,,,,
PMP-019,Pump Troubleshooting,A|B|C,all,My Haakaa doesn't seem to be collecting much milk or won't stay attached|Haakaa not working well|Haakaa not collecting milk|Haakaa keeps falling off|Haakaa weak suction|how to get more milk from Haakaa,"The Haakaa works by gentle suction-cup catch, not a motor — it collects milk via passive letdown from the opposite breast during nursing rather than actively emptying. Output of 0.5-2 oz per session is normal and reflects that passive letdown, not a full pumping session. To improve attachment and collection: briefly warm the silicone cup in warm water before attaching to soften it; fold the rim outward before pressing against the breast, center the nipple in the tunnel, then fold the rim back down to create the suction seal. A small amount of breast milk or water on the rim edge can help the seal. Output will vary by session, time of day, and letdown strength — mornings typically yield more. Important note: the Haakaa removes more milk than many moms realize, which can affect supply calibration if used very frequently in the early weeks. It is most appropriate as a supplemental catch tool, not as a replacement for a double electric pump.",no,,LLLI practical guidance; IBCLC clinical consensus,,,,
PMP-020,Pump Troubleshooting,A|B|C,all,What size Haakaa should I use and how do I get a better seal with it?|Haakaa sizing which one to get|Haakaa cup size guide|Haakaa won't seal to breast|Haakaa Gen 3 vs Gen 2|Haakaa silicone cup fit,"The Haakaa comes in 4oz (100ml) and 6oz (150ml) capacities — the size refers to bottle volume, not the flange opening, which is the same in both. There are no adjustable flange sizes; the silicone cup is a one-size design intended to fit most breast shapes. If the seal consistently breaks: use the fold-press-fold attachment method (fold rim outward, press to breast with nipple centered, fold rim back up); apply a tiny amount of breast milk to the rim as a sealant; and check that nothing is bumping or pressing the cup during nursing. The Gen 3 Haakaa adds a flip cap to prevent spills if the cup detaches. If the Haakaa seal consistently fails due to breast anatomy — particularly flat or inverted nipples, or a very large areola — an alternative catch cup style such as Milkies Milk-Saver or Elvie Catch may seal more reliably.",no,,Haakaa product guidance; IBCLC practical consensus,,,,
